user_id,product_id,action,rating,timestamp
u119,p287,add_to_cart,,1997-09-21T00:11:05
u119,p117,purchase,5.0,1997-09-21T00:12:15
u119,p924,add_to_cart,,1997-09-21T00:12:15
u119,p826,add_to_cart,,1997-09-21T00:13:00
u119,p475,add_to_cart,,1997-09-21T00:13:00
u119,p109,purchase,5.0,1997-09-21T00:13:00
u119,p274,add_to_cart,,1997-09-21T00:13:00
u119,p257,add_to_cart,,1997-09-21T00:13:34
u119,p473,add_to_cart,,1997-09-21T00:14:07
u119,p1202,add_to_cart,,1997-09-21T00:14:40
u119,p250,view,,1997-09-21T00:15:31
u119,p405,add_to_cart,,1997-09-21T00:16:55
u119,p827,add_to_cart,,1997-09-21T00:16:55
u119,p105,view,,1997-09-21T00:17:29
u119,p255,add_to_cart,,1997-09-21T00:18:34
u119,p546,add_to_cart,,1997-09-21T00:18:34
u119,p930,add_to_cart,,1997-09-21T00:19:05
u119,p717,add_to_cart,,1997-09-21T00:19:05
u119,p1034,add_to_cart,,1997-09-21T00:19:40
u119,p831,view,,1997-09-21T00:19:40
u640,p790,add_to_cart,,1997-09-21T00:41:00
u640,p11,add_to_cart,,1997-09-21T00:44:00
u640,p12,purchase,5.0,1997-09-21T00:44:51
u640,p496,add_to_cart,,1997-09-21T00:44:51
u640,p56,purchase,5.0,1997-09-21T00:45:28
u640,p382,add_to_cart,,1997-09-21T00:45:28
u640,p180,purchase,5.0,1997-09-21T00:45:28
u640,p170,purchase,5.0,1997-09-21T00:46:23
u640,p134,purchase,5.0,1997-09-21T00:47:03
u640,p474,add_to_cart,,1997-09-21T00:47:03
u640,p770,add_to_cart,,1997-09-21T00:47:38
u640,p64,purchase,5.0,1997-09-21T00:48:21
u640,p175,purchase,5.0,1997-09-21T00:48:55
u640,p47,add_to_cart,,1997-09-21T00:48:55
u640,p81,purchase,5.0,1997-09-21T00:48:55
u640,p55,purchase,5.0,1997-09-21T00:49:25
u640,p461,add_to_cart,,1997-09-21T00:50:33
u640,p169,purchase,5.0,1997-09-21T00:51:30
u640,p182,purchase,5.0,1997-09-21T00:52:05
u640,p318,purchase,5.0,1997-09-21T00:52:28
u640,p204,purchase,5.0,1997-09-21T00:52:54
u640,p91,add_to_cart,,1997-09-21T00:53:18
u640,p85,purchase,5.0,1997-09-21T00:54:25
u640,p70,add_to_cart,,1997-09-21T00:54:25
u640,p4,add_to_cart,,1997-09-21T00:54:25
u640,p941,purchase,5.0,1997-09-21T00:54:55
u640,p580,purchase,5.0,1997-09-21T00:54:56
u640,p209,purchase,5.0,1997-09-21T00:55:54
u640,p189,purchase,5.0,1997-09-21T00:56:21
u640,p693,purchase,5.0,1997-09-21T00:56:47
u640,p96,purchase,5.0,1997-09-21T00:57:20
u640,p201,add_to_cart,,1997-09-21T00:57:20
u640,p663,purchase,5.0,1997-09-21T00:57:20
u640,p214,purchase,5.0,1997-09-21T00:57:54
u640,p357,purchase,5.0,1997-09-21T00:57:54
u640,p53,add_to_cart,,1997-09-21T00:57:54
u640,p239,purchase,5.0,1997-09-21T00:57:54
u640,p1073,purchase,5.0,1997-09-21T00:58:19
u640,p428,purchase,5.0,1997-09-21T00:58:19
u640,p42,purchase,5.0,1997-09-21T00:59:05
u640,p66,add_to_cart,,1997-09-21T00:59:05
u640,p202,purchase,5.0,1997-09-21T00:59:26
u640,p231,purchase,5.0,1997-09-21T01:00:24
u640,p68,add_to_cart,,1997-09-21T01:01:19
u640,p540,add_to_cart,,1997-09-21T01:01:19
u640,p22,add_to_cart,,1997-09-21T01:01:19
u640,p233,add_to_cart,,1997-09-21T01:01:19
u640,p161,add_to_cart,,1997-09-21T01:01:19
u640,p195,add_to_cart,,1997-09-21T01:01:55
u640,p79,purchase,5.0,1997-09-21T01:01:55
u640,p92,add_to_cart,,1997-09-21T01:01:55
u640,p684,add_to_cart,,1997-09-21T01:02:48
u640,p2,add_to_cart,,1997-09-21T01:02:48
u640,p566,add_to_cart,,1997-09-21T01:02:49
u640,p226,purchase,5.0,1997-09-21T01:02:49
u640,p568,add_to_cart,,1997-09-21T01:02:49
u640,p385,purchase,5.0,1997-09-21T01:02:49
u640,p720,add_to_cart,,1997-09-21T01:03:32
u640,p38,add_to_cart,,1997-09-21T01:03:32
u640,p578,add_to_cart,,1997-09-21T01:03:32
u640,p62,add_to_cart,,1997-09-21T01:03:32
u640,p761,purchase,5.0,1997-09-21T01:03:33
u640,p33,add_to_cart,,1997-09-21T01:04:56
u640,p550,add_to_cart,,1997-09-21T01:05:22
u640,p802,add_to_cart,,1997-09-21T01:05:56
u640,p373,add_to_cart,,1997-09-21T01:05:56
u640,p391,add_to_cart,,1997-09-21T01:05:56
u119,p252,add_to_cart,,1997-09-21T01:40:32
u119,p825,add_to_cart,,1997-09-21T01:41:00
u594,p292,add_to_cart,,1997-09-21T01:41:04
u594,p319,add_to_cart,,1997-09-21T01:41:04
u594,p245,add_to_cart,,1997-09-21T01:41:49
u594,p988,view,,1997-09-21T01:42:25
u119,p977,add_to_cart,,1997-09-21T01:42:49
u119,p1259,add_to_cart,,1997-09-21T01:43:16
u594,p100,add_to_cart,,1997-09-21T01:43:24
u594,p19,add_to_cart,,1997-09-21T01:43:24
u119,p254,view,,1997-09-21T01:43:57
u119,p1244,add_to_cart,,1997-09-21T01:43:57
u594,p515,purchase,5.0,1997-09-21T01:44:10
u119,p595,add_to_cart,,1997-09-21T01:44:27
u119,p986,add_to_cart,,1997-09-21T01:44:28
u594,p127,add_to_cart,,1997-09-21T01:44:36
u594,p181,add_to_cart,,1997-09-21T01:44:36
u594,p126,add_to_cart,,1997-09-21T01:46:13
u594,p14,add_to_cart,,1997-09-21T01:46:13
u119,p11,purchase,5.0,1997-09-21T01:46:38
u119,p1261,add_to_cart,,1997-09-21T01:46:38
u119,p492,purchase,5.0,1997-09-21T01:46:38
u119,p1153,purchase,5.0,1997-09-21T01:46:38
u119,p56,add_to_cart,,1997-09-21T01:46:38
u594,p221,add_to_cart,,1997-09-21T01:46:47
u119,p96,purchase,5.0,1997-09-21T01:47:37
u119,p213,purchase,5.0,1997-09-21T01:47:37
u119,p194,purchase,5.0,1997-09-21T01:47:37
u119,p182,add_to_cart,,1997-09-21T01:48:23
u119,p174,add_to_cart,,1997-09-21T01:48:23
u119,p168,purchase,5.0,1997-09-21T01:49:11
u119,p89,add_to_cart,,1997-09-21T01:49:12
u119,p82,view,,1997-09-21T01:49:12
u119,p511,purchase,5.0,1997-09-21T01:50:07
u119,p210,purchase,5.0,1997-09-21T01:50:07
u119,p64,add_to_cart,,1997-09-21T01:51:00
u119,p486,add_to_cart,,1997-09-21T01:52:27
u119,p1260,purchase,5.0,1997-09-21T01:52:27
u119,p655,purchase,5.0,1997-09-21T01:53:48
u119,p22,add_to_cart,,1997-09-21T01:54:58
u119,p188,add_to_cart,,1997-09-21T01:55:42
u119,p382,purchase,5.0,1997-09-21T01:55:42
u119,p31,purchase,5.0,1997-09-21T01:56:19
u119,p1101,purchase,5.0,1997-09-21T01:56:19
u119,p87,purchase,5.0,1997-09-21T01:57:09
u119,p70,add_to_cart,,1997-09-21T01:57:09
u119,p193,add_to_cart,,1997-09-21T01:57:52
u119,p12,add_to_cart,,1997-09-21T01:58:35
u119,p568,add_to_cart,,1997-09-21T01:58:35
u119,p124,add_to_cart,,1997-09-21T01:59:54
u119,p385,purchase,5.0,1997-09-21T01:59:54
u119,p199,purchase,5.0,1997-09-21T01:59:54
u119,p154,purchase,5.0,1997-09-21T02:00:22
u119,p28,purchase,5.0,1997-09-21T02:00:22
u119,p86,add_to_cart,,1997-09-21T02:01:08
u119,p697,purchase,5.0,1997-09-21T02:01:08
u119,p23,add_to_cart,,1997-09-21T02:01:40
u119,p658,purchase,5.0,1997-09-21T02:02:07
u119,p449,purchase,5.0,1997-09-21T02:03:10
u119,p716,purchase,5.0,1997-09-21T02:03:10
u119,p172,add_to_cart,,1997-09-21T02:03:11
u119,p132,purchase,5.0,1997-09-21T02:03:48
u594,p50,add_to_cart,,1997-09-21T02:16:58
u594,p15,add_to_cart,,1997-09-21T02:17:32
u594,p222,add_to_cart,,1997-09-21T02:17:32
u594,p744,add_to_cart,,1997-09-21T02:21:38
u594,p276,add_to_cart,,1997-09-21T02:24:30
u594,p237,add_to_cart,,1997-09-21T02:34:55
u23,p323,view,,1997-09-21T02:37:46
u23,p713,add_to_cart,,1997-09-21T02:38:57
u23,p181,add_to_cart,,1997-09-21T02:38:57
u23,p250,add_to_cart,,1997-09-21T02:38:58
u23,p7,add_to_cart,,1997-09-21T02:39:45
u23,p14,add_to_cart,,1997-09-21T02:40:40
u23,p50,add_to_cart,,1997-09-21T02:40:40
u23,p919,purchase,5.0,1997-09-21T02:40:40
u23,p124,purchase,5.0,1997-09-21T02:40:40
u23,p19,add_to_cart,,1997-09-21T02:41:06
u23,p116,purchase,5.0,1997-09-21T02:41:06
u23,p109,add_to_cart,,1997-09-21T02:41:06
u23,p13,add_to_cart,,1997-09-21T02:41:37
u23,p408,purchase,5.0,1997-09-21T02:42:18
u23,p100,purchase,5.0,1997-09-21T02:42:37
u23,p283,add_to_cart,,1997-09-21T02:42:55
u23,p1,purchase,5.0,1997-09-21T02:43:35
u23,p405,add_to_cart,,1997-09-21T02:43:58
u23,p224,purchase,5.0,1997-09-21T02:43:58
u23,p546,add_to_cart,,1997-09-21T02:44:28
u23,p151,add_to_cart,,1997-09-21T02:44:28
u23,p235,view,,1997-09-21T02:45:12
u23,p472,view,,1997-09-21T02:49:32
u23,p597,add_to_cart,,1997-09-21T02:50:24
u23,p202,add_to_cart,,1997-09-21T02:52:45
u23,p961,purchase,5.0,1997-09-21T02:52:45
u23,p518,purchase,5.0,1997-09-21T02:53:14
u23,p56,add_to_cart,,1997-09-21T02:53:53
u23,p357,add_to_cart,,1997-09-21T02:53:53
u23,p433,purchase,5.0,1997-09-21T02:53:53
u23,p170,add_to_cart,,1997-09-21T02:55:48
u23,p522,add_to_cart,,1997-09-21T02:57:27
u23,p603,add_to_cart,,1997-09-21T02:57:28
u23,p8,add_to_cart,,1997-09-21T02:57:54
u23,p275,purchase,5.0,1997-09-21T02:57:54
u23,p59,add_to_cart,,1997-09-21T02:58:46
u23,p414,add_to_cart,,1997-09-21T02:58:46
u23,p705,add_to_cart,,1997-09-21T02:58:46
u23,p175,purchase,5.0,1997-09-21T02:58:46
u23,p238,purchase,5.0,1997-09-21T02:58:46
u23,p96,add_to_cart,,1997-09-21T02:59:11
u23,p154,add_to_cart,,1997-09-21T02:59:12
u23,p89,purchase,5.0,1997-09-21T02:59:42
u23,p228,add_to_cart,,1997-09-21T02:59:42
u23,p55,add_to_cart,,1997-09-21T03:00:24
u23,p504,add_to_cart,,1997-09-21T03:00:24
u23,p234,view,,1997-09-21T03:00:24
u23,p174,add_to_cart,,1997-09-21T03:00:52
u23,p213,add_to_cart,,1997-09-21T03:01:15
u23,p214,add_to_cart,,1997-09-21T03:01:41
u23,p479,purchase,5.0,1997-09-21T03:02:08
u23,p183,add_to_cart,,1997-09-21T03:02:08
u23,p132,add_to_cart,,1997-09-21T03:02:36
u23,p185,add_to_cart,,1997-09-21T03:02:36
u23,p171,purchase,5.0,1997-09-21T03:03:29
u23,p32,add_to_cart,,1997-09-21T03:03:29
u23,p230,add_to_cart,,1997-09-21T03:03:29
u23,p1006,add_to_cart,,1997-09-21T03:03:29
u23,p642,add_to_cart,,1997-09-21T03:04:03
u23,p176,add_to_cart,,1997-09-21T03:04:03
u23,p463,add_to_cart,,1997-09-21T03:04:03
u23,p512,purchase,5.0,1997-09-21T03:04:03
u23,p209,purchase,5.0,1997-09-21T03:04:03
u23,p710,add_to_cart,,1997-09-21T03:04:49
u23,p172,add_to_cart,,1997-09-21T03:04:49
u23,p652,add_to_cart,,1997-09-21T03:05:26
u23,p83,add_to_cart,,1997-09-21T03:05:26
u23,p144,add_to_cart,,1997-09-21T03:05:26
u23,p527,add_to_cart,,1997-09-21T03:05:26
u23,p102,add_to_cart,,1997-09-21T03:05:57
u23,p367,add_to_cart,,1997-09-21T03:05:57
u23,p79,add_to_cart,,1997-09-21T03:05:57
u23,p189,purchase,5.0,1997-09-21T03:06:25
u23,p98,purchase,5.0,1997-09-21T03:06:56
u23,p194,add_to_cart,,1997-09-21T03:06:56
u23,p418,add_to_cart,,1997-09-21T03:07:17
u23,p143,add_to_cart,,1997-09-21T03:07:46
u23,p629,add_to_cart,,1997-09-21T03:08:18
u23,p134,add_to_cart,,1997-09-21T03:08:18
u23,p99,add_to_cart,,1997-09-21T03:08:18
u23,p387,add_to_cart,,1997-09-21T03:08:18
u23,p204,add_to_cart,,1997-09-21T03:08:42
u23,p133,add_to_cart,,1997-09-21T03:10:20
u23,p95,add_to_cart,,1997-09-21T03:10:20
u23,p145,add_to_cart,,1997-09-21T03:10:44
u276,p258,purchase,5.0,1997-09-21T03:12:17
u276,p300,add_to_cart,,1997-09-21T03:12:18
u276,p328,add_to_cart,,1997-09-21T03:12:46
u276,p294,add_to_cart,,1997-09-21T03:12:46
u276,p288,add_to_cart,,1997-09-21T03:13:12
u276,p323,add_to_cart,,1997-09-21T03:13:12
u276,p322,add_to_cart,,1997-09-21T03:13:12
u276,p358,add_to_cart,,1997-09-21T03:13:39
u276,p324,add_to_cart,,1997-09-21T03:13:39
u276,p678,add_to_cart,,1997-09-21T03:13:39
u276,p325,add_to_cart,,1997-09-21T03:13:39
u23,p153,add_to_cart,,1997-09-21T03:13:58
u276,p260,add_to_cart,,1997-09-21T03:13:59
u913,p4,add_to_cart,,1997-09-21T03:14:20
u23,p385,add_to_cart,,1997-09-21T03:14:22
u276,p919,add_to_cart,,1997-09-21T03:14:27
u276,p508,purchase,5.0,1997-09-21T03:14:27
u276,p298,purchase,5.0,1997-09-21T03:14:27
u276,p408,purchase,5.0,1997-09-21T03:14:27
u23,p423,add_to_cart,,1997-09-21T03:14:48
u276,p181,purchase,5.0,1997-09-21T03:14:48
u23,p211,add_to_cart,,1997-09-21T03:15:12
u23,p70,view,,1997-09-21T03:15:13
u276,p7,purchase,5.0,1997-09-21T03:15:17
u276,p273,add_to_cart,,1997-09-21T03:15:17
u276,p628,add_to_cart,,1997-09-21T03:15:38
u276,p127,purchase,5.0,1997-09-21T03:16:08
u276,p151,purchase,5.0,1997-09-21T03:16:08
u276,p117,add_to_cart,,1997-09-21T03:16:08
u276,p546,add_to_cart,,1997-09-21T03:16:08
u276,p1,purchase,5.0,1997-09-21T03:16:08
u276,p276,add_to_cart,,1997-09-21T03:16:45
u276,p284,add_to_cart,,1997-09-21T03:16:45
u276,p547,add_to_cart,,1997-09-21T03:16:45
u276,p100,purchase,5.0,1997-09-21T03:16:45
u276,p591,add_to_cart,,1997-09-21T03:17:12
u276,p249,add_to_cart,,1997-09-21T03:17:12
u276,p696,view,,1997-09-21T03:17:12
u276,p123,add_to_cart,,1997-09-21T03:17:37
u276,p257,add_to_cart,,1997-09-21T03:17:37
u276,p471,add_to_cart,,1997-09-21T03:17:37
u594,p357,add_to_cart,,1997-09-21T03:17:44
u594,p520,add_to_cart,,1997-09-21T03:17:44
u276,p147,add_to_cart,,1997-09-21T03:18:06
u276,p246,add_to_cart,,1997-09-21T03:18:06
u276,p109,add_to_cart,,1997-09-21T03:18:06
u276,p293,add_to_cart,,1997-09-21T03:18:06
u276,p410,add_to_cart,,1997-09-21T03:18:06
u276,p25,add_to_cart,,1997-09-21T03:18:06
u594,p483,add_to_cart,,1997-09-21T03:18:15
u276,p240,add_to_cart,,1997-09-21T03:18:33
u276,p1016,add_to_cart,,1997-09-21T03:18:33
u276,p455,add_to_cart,,1997-09-21T03:18:33
u276,p235,add_to_cart,,1997-09-21T03:18:54
u23,p203,add_to_cart,,1997-09-21T03:19:06
u276,p475,purchase,5.0,1997-09-21T03:19:16
u276,p237,purchase,5.0,1997-09-21T03:19:16
u276,p742,add_to_cart,,1997-09-21T03:19:16
u23,p511,purchase,5.0,1997-09-21T03:19:30
u23,p421,purchase,5.0,1997-09-21T03:19:30
u276,p1010,add_to_cart,,1997-09-21T03:19:44
u276,p685,add_to_cart,,1997-09-21T03:19:44
u276,p250,add_to_cart,,1997-09-21T03:19:44
u23,p28,add_to_cart,,1997-09-21T03:19:53
u276,p845,add_to_cart,,1997-09-21T03:20:07
u276,p411,add_to_cart,,1997-09-21T03:20:07
u276,p823,add_to_cart,,1997-09-21T03:20:07
u276,p406,view,,1997-09-21T03:20:31
u276,p473,add_to_cart,,1997-09-21T03:20:31
u276,p225,add_to_cart,,1997-09-21T03:20:54
u276,p458,add_to_cart,,1997-09-21T03:20:54
u276,p290,add_to_cart,,1997-09-21T03:20:54
u276,p125,add_to_cart,,1997-09-21T03:21:16
u276,p1129,add_to_cart,,1997-09-21T03:21:16
u23,p62,add_to_cart,,1997-09-21T03:21:20
u276,p840,add_to_cart,,1997-09-21T03:21:37
u276,p121,add_to_cart,,1997-09-21T03:21:37
u23,p747,add_to_cart,,1997-09-21T03:21:43
u276,p148,add_to_cart,,1997-09-21T03:22:04
u276,p108,add_to_cart,,1997-09-21T03:22:04
u276,p3,add_to_cart,,1997-09-21T03:22:04
u276,p150,add_to_cart,,1997-09-21T03:22:04
u23,p196,view,,1997-09-21T03:22:06
u276,p974,view,,1997-09-21T03:22:25
u23,p162,add_to_cart,,1997-09-21T03:22:30
u276,p118,add_to_cart,,1997-09-21T03:22:44
u23,p528,add_to_cart,,1997-09-21T03:22:54
u23,p195,add_to_cart,,1997-09-21T03:23:13
u276,p252,add_to_cart,,1997-09-21T03:23:26
u276,p825,add_to_cart,,1997-09-21T03:23:26
u23,p73,add_to_cart,,1997-09-21T03:23:36
u23,p161,view,,1997-09-21T03:23:37
u276,p405,add_to_cart,,1997-09-21T03:24:04
u276,p1028,add_to_cart,,1997-09-21T03:24:04
u23,p155,add_to_cart,,1997-09-21T03:24:19
u276,p993,add_to_cart,,1997-09-21T03:24:25
u276,p281,add_to_cart,,1997-09-21T03:24:25
u23,p449,view,,1997-09-21T03:24:43
u276,p977,view,,1997-09-21T03:24:50
u276,p1245,add_to_cart,,1997-09-21T03:24:51
u276,p472,add_to_cart,,1997-09-21T03:25:09
u23,p215,view,,1997-09-21T03:25:16
u23,p526,add_to_cart,,1997-09-21T03:25:16
u23,p217,view,,1997-09-21T03:25:44
u276,p597,add_to_cart,,1997-09-21T03:25:50
u276,p1013,add_to_cart,,1997-09-21T03:25:50
u276,p122,add_to_cart,,1997-09-21T03:25:50
u23,p229,add_to_cart,,1997-09-21T03:26:02
u276,p120,view,,1997-09-21T03:26:12
u276,p930,view,,1997-09-21T03:26:12
u276,p21,add_to_cart,,1997-09-21T03:26:35
u276,p595,view,,1997-09-21T03:26:35
u23,p216,add_to_cart,,1997-09-21T03:26:44
u23,p419,add_to_cart,,1997-09-21T03:26:44
u276,p763,add_to_cart,,1997-09-21T03:26:54
u276,p456,view,,1997-09-21T03:27:17
u23,p451,view,,1997-09-21T03:27:36
u23,p856,add_to_cart,,1997-09-21T03:28:08
u276,p1079,view,,1997-09-21T03:28:20
u23,p516,add_to_cart,,1997-09-21T03:28:50
u23,p655,add_to_cart,,1997-09-21T03:28:50
u23,p381,add_to_cart,,1997-09-21T03:29:10
u276,p1006,add_to_cart,,1997-09-21T03:29:13
u276,p192,purchase,5.0,1997-09-21T03:29:13
